元年（公元前）,师訇簋,逆钟,元年师(方[𠂉史])簋,师虎簋,舀鼎（曶鼎）,伯吕盨,师([甘水]页)簋,裘卫盉,师遽簋盖,颂鼎/颂簋/颂壶/颂壶盖,达盨盖,(疒兴)盨,师酉盘,兮甲盘,五年师(方[𠂉史])簋,九年卫鼎,太师虘簋,走簋,大簋盖,十五年大鼎,趞曹鼎,伯克壶,士山盘,此鼎/此簋,(走马)鼎,走马休盘,庚嬴鼎,典簋,(彔见)簋,小盂鼎,伊簋,廿七年卫簋,(虎斤)簋,㝨鼎/㝨盘,吴盉,晋侯稣钟1,晋侯稣钟2,伯（窥）父盨,晋侯稣钟3,鲜簋,四十二年佐鼎,四十三年佐鼎
760,建正:0,,,建正:0,建正:0,,失闰:0/*,,错月:0/0,,,,错月:0/0,,,,,,建正:0,,错月:0/0,建正:0,,错月:0/0,错月:0/0,,错月:0/0,,建正:0,建正:0,错月:0/0,建正:0,建正:0,,错月:0/0,错月:0/0,错月:0/0,,,,,建正:0
759,,错月:0/0,,建正:0,建正:0,,,,,失闰:+1/*,建正:0,超闰:*/0,错月:0/0,,,,,,建正:0,,,错月:0/0,超闰:*/0,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,建正:0,,错月:0/0,,,失闰:0/*,错月:0/0,错月:0/0,,,错月:0/0,,错月:0/0
758,,建正:0,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,,超闰:*/0,,错月:0/0,超闰:*/0,错月:0/0,,,错月:0/0,错月:0/0,建正:0,错月:0/0,,,错月:0/0,错月:0/0,建正:0,,,,建正:0,,错月:0/0,错月:0/0,,,建正:0,错月:0/0,错月:0/0
757,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,超闰:*/0,,错月:0/0,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,建正:0,,,错月:0/0,,失闰:0/*,,,,,,建正:0,,,,,,建正:0,错月:0/0,
756,建正:0,,,,,错月:0/0,错月:0/0,,错月:0/0,,,,,,建正:0,,错月:0/0,错月:0/0,,建正:0,建正:0,,,,,错月:0/0,超闰:*/0,,,,建正:0,错月:0/0,建正:0,超闰:*/0,错月:0/0,,,失闰:0/*,,,失闰:0/*,
755,错月:0/0,,,,超闰:*/0,,建正:0,,错月:0/0,,,,,,,,,,,,建正:0,错月:0/0,,建正:0,,,错月:0/0,,错月:0/0,超闰:*/0,建正:0,错月:0/0,错月:0/0,,错月:0/0,建正:0,建正:0,,,,,错月:0/0
754,,建正:0,,错月:0/0,错月:0/0,,,,,建正:0,,,建正:0,,,,,,错月:0/0,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,建正:0,错月:0/0,建正:0,建正:0,,,建正:0,建正:0,建正:0,,,,,建正:0
753,,建正:0,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,,,,建正:0,,建正:0,,,建正:0,建正:0,建正:0,建正:0,,,建正:0,建正:0,错月:0/0,,,,建正:0,,建正:0,建正:0,,,错月:0/0,建正:0,建正:0
752,错月:0/0,失闰:0/*,建正:0,失闰:0/*,,建正:0,建正:0,建正:0,,,建正:0,错月:0/0,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,,建正:0,,失闰:0/*,建正:0,,建正:0,,,,,,错月:0/0,,,,,,错月:0/0,建正:0,
751,错月:0/0,,,,,建正:0,建正:0,建正:0,建正:0,,,,,,错月:0/0,,建正:0,建正:0,,建正:0,建正:0,,失闰:0/*,,,建正:0,,,,,错月:0/0,建正:0,错月:0/0,错月:0/0,建正:0,,,建正:+1,,,建正:0,
750,建正:0,,,,,,错月:0/0,,建正:0,,,,,,失闰:0/*,,,,,失闰:0/*,错月:0/0,建正:0,,,,,建正:0,,,,错月:0/0,建正:0,建正:0,,建正:0,,建正:0,,,,,
749,,错月:0/0,,建正:0,建正:0,,,,失闰:0/*,错月:-1/0,,,错月:0/0,,,,,,建正:0,,,建正:0,,错月:0/0,错月:0/0,,错月:0/0,建正:0,建正:0,建正:0,失闰:0/*,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,,,,,建正:0
748,,错月:0/0,建正:0,建正:0,建正:0,建正:0,,建正:0,,,建正:0,错月:0/0,错月:0/0,失闰:+1/*,,,建正:0,,建正:0,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,失闰:0/*,错月:0/0,错月:0/0,建正:0,,,,错月:0/0,,错月:0/0,错月:0/0,,,错月:0/0,建正:0,错月:0/0
747,,建正:0,错月:0/0,建正:0,,错月:0/0,超闰:*/0,建正:0,,,建正:0,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,失闰:0/*,错月:0/0,,,错月:0/0,,建正:0,错月:0/0,,错月:0/0,,建正:0,,,,建正:0,,,,,,建正:0,错月:0/0,
746,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,失闰:0/*,建正:0,,,建正:0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,建正:0,,,错月:0/0,,,,,建正:0,超闰:*/0,建正:0,建正:0,错月:0/0,,,错月:-1/0,,失闰:0/*,错月:0/0,
745,建正:0,,,,,,错月:0/0,,错月:0/0,,,,,,建正:0,建正:+1,,失闰:0/*,,建正:0,建正:0,错月:0/0,,,,失闰:0/*,错月:0/0,,,,建正:0,错月:0/0,建正:0,,错月:0/0,,,,,,,
744,,建正:0,,错月:0/0,错月:0/0,,,,建正:0,,,,建正:0,,,,,,错月:0/0,,,错月:0/0,,建正:0,错月:0/0,,建正:0,超闰:*/0,错月:0/0,错月:0/0,建正:0,错月:0/0,失闰:0/*,,错月:0/0,建正:0,建正:0,,,,,错月:0/0
743,,建正:0,错月:0/0,错月:0/0,错月:0/0,,,错月:0/0,,,错月:0/0,建正:0,建正:0,建正:+1,,,超闰:*/0,,错月:0/0,,,建正:0,建正:0,建正:0,建正:0,,超闰:*/0,建正:0,建正:0,错月:0/0,,,,建正:0,,建正:0,建正:0,,错月:0/+1,建正:0,错月:0/0,建正:0
742,,错月:0/0,建正:0,建正:0,超闰:*/0,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,,建正:0,,建正:0,建正:0,建正:0,建正:0,,,建正:0,建正:0,超闰:*/0,建正:0,,建正:0,失闰:0/*,失闰:0/*,,,,建正:0,,,,,,错月:0/0,建正:0,
741,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,建正:0,,建正:0,错月:0/0,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,,建正:0,,,建正:0,,,,,建正:0,,错月:0/0,错月:0/0,建正:0,,,建正:-1,,失闰:0/*,,
740,错月:0/0,,,,,,建正:0,,建正:0,,,,,,错月:0/0,错月:0/+1,,建正:0,,建正:0,建正:0,,,,,建正:0,建正:0,,,,错月:0/0,建正:0,错月:0/0,,建正:0,,,,,,,
739,失闰:0/*,错月:0/0,,建正:0,建正:0,,,,建正:0,,,,错月:0/0,,,,,,建正:0,,失闰:0/*,建正:0,,错月:0/0,建正:0,,建正:0,,建正:0,错月:0/0,错月:0/0,建正:0,建正:0,,建正:0,建正:0,建正:0,,,,,
738,,错月:0/0,建正:0,建正:0,建正:0,,,建正:0,,,建正:0,错月:0/0,错月:0/0,建正:-1,,,,,建正:0,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,错月:0/0,建正:0,建正:0,建正:0,,失闰:0/*,,超闰:*/0,,错月:0/0,错月:0/0,,建正:0,错月:0/0,,
737,,错月:0/0,建正:0,建正:0,超闰:*/0,建正:0,,建正:0,,,建正:0,错月:0/0,错月:0/0,,错月:0/0,,建正:0,建正:0,建正:0,错月:0/0,,,错月:0/0,失闰:0/*,失闰:0/*,建正:0,,错月:0/0,失闰:0/*,建正:0,,,,错月:0/0,,错月:0/0,,,,错月:0/0,,
736,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,建正:0,建正:0,,建正:0,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,,,错月:0/0,,,,,错月:0/0,,建正:0,建正:0,,,,,,超闰:*/0,,
735,建正:0,,,,,,错月:0/0,,错月:0/0,,,,,,建正:0,建正:-1,,错月:0/0,,错月:0/0,错月:0/0,,,,,错月:0/0,错月:0/0,,,,建正:0,错月:0/0,建正:0,,错月:0/0,,,,,,,
734,建正:0,超闰:*/0,,建正:0,建正:0,,建正:0,,错月:0/0,,,,建正:0,,,,,,错月:0/0,,建正:0,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,,错月:0/0,建正:0,建正:0,错月:0/0,建正:0,,错月:0/0,错月:0/0,错月:0/0,,,,,
733,,建正:0,错月:0/0,错月:0/0,错月:0/0,,,超闰:*/0,,,错月:0/0,建正:0,建正:0,超闰:*/-1,,,,,错月:0/0,,,错月:0/0,超闰:*/0,建正:0,错月:0/0,,建正:0,错月:0/0,错月:0/0,错月:0/0,,错月:0/0,,,,建正:0,建正:0,,,,,
732,,建正:0,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,错月:0/0,,,错月:0/0,建正:0,建正:0,,建正:0,,错月:0/0,错月:0/0,错月:0/0,超闰:*/0,,,建正:0,建正:0,建正:0,错月:0/0,,建正:0,建正:0,错月:0/0,,,,建正:0,,,,,,,,
731,错月:0/0,,建正:0,,,建正:0,建正:0,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,,建正:0,,,建正:0,,失闰:0/*,,,,,建正:0,建正:0,,,,,,,,
730,错月:0/0,,,,,建正:0,建正:0,,建正:0,,,,,,建正:0,超闰:*/-1,超闰:*/0,建正:0,,建正:0,建正:0,,,,,建正:0,建正:0,,,,建正:0,错月:0/0,错月:0/0,,建正:0,,,,,,,
729,错月:0/0,,,超闰:*/0,错月:0/0,,建正:0,,建正:0,,,,建正:0,,,,,,超闰:*/0,,建正:0,建正:0,,建正:0,建正:0,,建正:0,,建正:0,错月:0/0,错月:0/0,建正:0,错月:0/0,,,,,,,,,
728,,错月:0/0,,建正:0,建正:0,,,,,建正:+1,,超闰:*/0,错月:0/0,,,,,,建正:0,,,建正:0,,错月:0/0,建正:0,,建正:0,建正:0,建正:0,错月:0/0,,建正:0,,,,,,,,,,
727,,错月:0/0,建正:0,建正:0,建正:0,建正:0,,建正:0,,,建正:0,错月:0/0,错月:0/0,,,,建正:0,建正:0,建正:0,,,失闰:0/*,错月:0/0,错月:0/0,错月:0/0,,,建正:0,建正:0,建正:0,,,,,,,,,,,,
726,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,,,建正:0,建正:0,,,错月:0/0,,建正:0,建正:0,,错月:0/0,错月:0/0,,错月:0/0,,,建正:0,,建正:0,,,,,,,,,,,,,,
725,建正:0,,,,,错月:0/0,错月:0/0,失闰:0/*,错月:0/0,,,,,,错月:0/0,,失闰:0/*,错月:0/0,,错月:0/0,错月:0/0,,失闰:0/*,,,错月:0/0,,,,,,,,,,,,,,,,
724,建正:0,,,,建正:0,,错月:0/0,,错月:0/0,,,,超闰:*/0,,,,,,,,错月:0/0,错月:0/0,,错月:0/0,超闰:*/0,,错月:0/0,,超闰:*/0,,,,,,,,,,,,,
723,,建正:0,,错月:0/0,错月:0/0,,,,,错月:0/+1,,,建正:0,,,,,,错月:0/0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,,,,,,,,,,,,,,,
722,,建正:0,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,错月:0/0,,,错月:0/0,建正:0,建正:0,,,,错月:0/0,,错月:0/0,,,错月:0/0,错月:0/0,建正:0,错月:0/0,,失闰:0/*,,,,,,,,,,,,,,,
721,建正:0,建正:0,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,,,错月:0/0,建正:0,,,建正:0,,错月:0/0,错月:0/0,,错月:0/0,,,建正:0,,,错月:0/0,,,,,,,,,,,,,,,,
720,错月:0/0,,,,,建正:0,建正:0,失闰:0/*,错月:0/0,,,,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,,,,,建正:0,,,,,,,,,,,,,,,,
719,错月:0/0,,,,,,建正:0,,建正:0,,,,,,,,,失闰:0/*,,建正:0,建正:0,错月:0/0,,,,,,,,,,,,,,,,,,,,
718,,建正:0,,错月:0/0,错月:0/0,,,,,建正:-1,,,建正:0,,,,,,错月:0/0,,,建正:0,,建正:0,,,,,,,,,,,,,,,,,,
717,,错月:0/0,建正:0,建正:0,建正:0,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,,,,建正:0,,建正:0,,,建正:0,建正:0,错月:0/0,,,,,,,,,,,,,,,,,,
716,超闰:*/0,错月:0/0,建正:0,超闰:*/0,失闰:0/*,建正:0,建正:0,建正:0,,,建正:0,错月:0/0,失闰:0/*,,错月:0/0,,建正:0,建正:0,建正:0,建正:0,,,错月:0/0,,,,,,,,,,,,,,,,,,,
715,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,建正:0,,建正:0,建正:0,,,错月:0/0,,建正:0,建正:0,,错月:0/0,错月:0/0,,,,,,,,,,,,,,,,,,,,,
714,建正:0,,,,,,错月:0/0,,错月:0/0,,,,,,错月:0/0,,,建正:0,,,,,,,,,,,,,,,,,,,,,,,,
713,,错月:0/0,,建正:0,建正:0,,,,错月:0/0,超闰:*/-1,,,错月:0/0,,,,,,建正:0,,,,,,,,,,,,,,,,,,,,,,,
712,,建正:0,错月:0/0,错月:0/0,错月:0/0,超闰:*/0,,建正:0,,,建正:0,建正:0,建正:0,错月:0/+1,,,错月:0/0,,错月:0/0,,,,,,,,,,,,,,,,,,,,,,,
711,,建正:0,错月:0/0,失闰:0/*,建正:0,错月:0/0,,错月:0/0,,,错月:0/0,建正:0,建正:0,,错月:0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,错月:0/0,建正:0,,,建正:0,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,错月:0/0,,,,,,建正:0,,错月:0/0,,,,,,建正:0,错月:0/+1,,,,,,,,,,,,,,,,,,,,,,,,,,
708,建正:0,建正:0,,错月:0/0,错月:0/0,,失闰:0/*,,建正:0,,,,建正:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,,建正:0,错月:0/0,错月:0/0,错月:0/0,,,错月:0/0,,,错月:0/0,建正:0,建正:0,建正:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,错月:0/0,建正:0,建正:0,建正:0,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,,建正:0,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,建正:0,,建正:0,错月:0/0,,,错月:0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,错月:0/0,,,,,建正:0,建正:0,,建正:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,超闰:*/0,超闰:*/0,,建正:0,建正:0,,建正:0,,错月:0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,错月:0/0,建正:0,建正:0,建正:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,建正:0,错月:0/0,错月:0/0,失闰:0/*,错月:0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
